a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,y_true
0.0,1.0,0.82,0.95,1.0,0.79,1.0,0.64,0.91,0.48,0.82,0.32,0.55,0.15,0.55,0.0,1
0.0,1.0,0.82,0.95,1.0,0.79,1.0,0.64,0.91,0.48,0.82,0.32,0.55,0.15,0.55,0.0,1
0.2,0.66,0.34,1.0,0.41,0.74,0.29,0.32,0.0,0.0,0.08,0.0,0.54,0.04,1.0,0.11,1
0.0,0.98,0.7,1.0,0.97,0.84,0.87,0.65,0.83,0.46,1.0,0.27,0.97,0.09,0.3,0.0,3
0.0,0.55,0.2,0.77,0.53,1.0,0.73,0.91,0.93,0.68,1.0,0.45,0.93,0.22,0.47,0.0,1
0.08,0.73,0.22,1.0,0.34,0.65,0.26,0.29,0.0,0.02,0.16,0.0,0.58,0.03,1.0,0.06,2
0.58,0.54,0.98,0.85,0.96,1.0,0.79,0.64,0.52,0.27,0.0,0.0,0.1,0.03,1.0,0.05,1
0.08,0.73,0.22,1.0,0.34,0.65,0.26,0.29,0.0,0.02,0.16,0.0,0.58,0.03,1.0,0.06,2
0.18,0.72,0.25,1.0,0.24,0.7,0.22,0.34,0.17,0.0,0.0,0.02,0.51,0.02,1.0,0.02,1
0.14,0.67,0.29,1.0,0.54,0.72,0.35,0.32,0.0,0.04,0.17,0.1,0.59,0.0,1.0,0.03,2
0.18,0.72,0.25,1.0,0.24,0.7,0.22,0.34,0.17,0.0,0.0,0.02,0.51,0.02,1.0,0.02,1
0.16,0.65,0.27,1.0,0.5,0.7,0.33,0.33,0.0,0.03,0.01,0.0,0.5,0.05,1.0,0.04,2
0.34,0.29,0.0,0.51,0.37,0.76,0.92,1.0,1.0,0.8,0.84,0.53,0.74,0.26,0.74,0.0,1
0.16,0.65,0.27,1.0,0.5,0.7,0.33,0.33,0.0,0.03,0.01,0.0,0.5,0.05,1.0,0.04,2
1.0,1.0,0.42,0.89,0.26,0.74,0.11,0.59,0.05,0.45,0.0,0.29,0.0,0.14,0.21,0.0,1
1.0,1.0,0.42,0.89,0.26,0.74,0.11,0.59,0.05,0.45,0.0,0.29,0.0,0.14,0.21,0.0,1
0.0,0.62,0.21,1.0,0.27,0.8,0.26,0.35,0.04,0.04,0.12,0.0,0.55,0.02,1.0,0.05,1
0.0,0.62,0.21,1.0,0.27,0.8,0.26,0.35,0.04,0.04,0.12,0.0,0.55,0.02,1.0,0.05,1
0.0,0.62,0.48,0.8,0.89,1.0,0.96,0.78,1.0,0.55,0.96,0.33,0.96,0.1,0.85,0.0,1
0.01,0.66,0.08,1.0,0.29,0.77,0.22,0.35,0.0,0.02,0.31,0.0,0.65,0.04,1.0,0.1,2
0.58,0.74,1.0,1.0,0.94,0.75,0.85,0.35,0.59,0.02,0.0,0.0,0.29,0.02,0.88,0.03,1
0.01,0.66,0.08,1.0,0.29,0.77,0.22,0.35,0.0,0.02,0.31,0.0,0.65,0.04,1.0,0.1,2
0.58,0.74,1.0,1.0,0.94,0.75,0.85,0.35,0.59,0.02,0.0,0.0,0.29,0.02,0.88,0.03,1
0.0,0.74,0.16,1.0,0.35,0.79,0.2,0.48,0.01,0.18,0.19,0.0,0.6,0.02,1.0,0.11,2
0.27,1.0,0.92,0.91,1.0,0.61,0.88,0.3,0.71,0.0,0.0,0.1,0.08,0.32,0.96,0.4,7
0.34,0.29,0.0,0.51,0.37,0.76,0.92,1.0,1.0,0.8,0.84,0.53,0.74,0.26,0.74,0.0,1
0.52,0.92,0.91,1.0,1.0,0.74,0.77,0.48,0.41,0.27,0.0,0.09,0.35,0.01,0.89,0.0,2
0.53,0.81,0.86,1.0,0.98,0.69,0.83,0.37,0.52,0.09,0.0,0.03,0.47,0.0,1.0,0.02,2
0.0,0.74,0.16,1.0,0.35,0.79,0.2,0.48,0.01,0.18,0.19,0.0,0.6,0.02,1.0,0.11,2
